volume_stratum,n_cases,metric,real_median,synthetic_median,real_iqr,synthetic_iqr,median_diff_synthetic_minus_real,median_ratio_synthetic_over_real,cliffs_delta_synthetic_vs_real
small_<100,80,compactness,238.47540133289107,124.5255719697943,89.05987741039834,15.585714873523102,-113.94982936309677,0.5221736551182793,-0.945
small_<100,80,principal_axis_length_major_mm,5.99140444134267,4.126444687995465,2.1730335209982696,1.6209654538599714,-1.8649597533472049,0.688727447528268,-0.6765625
small_<100,80,aspect_ratio_major_to_minor2,1.6892189296781912,1.1724615585274178,0.7166737259332034,0.09379113189004906,-0.5167573711507734,0.6940850223308713,-0.90625
small_<100,80,bbox_fill_fraction,0.4044196428571428,0.5192592592592593,0.11349796037296034,0.1896666666666667,0.11483961640211648,1.2839615197491345,0.59046875
small_<100,80,sphericity,0.7798353688035258,0.9684223441973606,0.0970978807324393,0.040699206290127465,0.18858697539383484,1.2418292154191175,0.945
small_<100,80,surface_to_volume_ratio,1.7173845068821576,1.3891561792251914,0.5158046397919929,0.29446371296615736,-0.3282283276569662,0.8088789514860295,-0.5771875
small_<100,80,surface_area_mm2,81.36621874252593,66.31527709960938,47.4833040597866,37.31513690948486,-15.050941642916555,0.8150222306563916,-0.274375
small_<100,80,elongation,1.3595079910596741,1.1242005498433605,0.4475304787468224,0.07343016021175441,-0.23530744121631364,0.8269172062512834,-0.7465625
small_<100,80,secondary_axis_ratio,0.7356681662890523,0.8895210024041834,0.23548622857914203,0.059031900719869856,0.15385283611513112,1.2091334696337541,0.7465625
medium_100_1000,110,compactness,308.107881975091,145.48689404420503,102.33047246528832,19.109464914750845,-162.62098793088597,0.4721946517939678,-0.9988429752066116
medium_100_1000,110,principal_axis_length_major_mm,13.204848171101228,8.887599149491411,5.78637786635567,4.4119133022005155,-4.3172490216098165,0.6730557621209077,-0.5542148760330579
medium_100_1000,110,aspect_ratio_major_to_minor2,2.101984239790739,1.2379440339005965,0.9246330539715859,0.10870585908089692,-0.8640402058901426,0.588940683029973,-0.9428099173553719
medium_100_1000,110,bbox_fill_fraction,0.3827730187700862,0.5009435009435009,0.09491462299850456,0.10886671199171194,0.11817048217341475,1.3087220790878007,0.7679338842975206
medium_100_1000,110,sphericity,0.7160069955700232,0.9194815075868361,0.07758087096839938,0.03950433339586035,0.20347451201681288,1.2841795028201142,0.9988429752066116
medium_100_1000,110,surface_to_volume_ratio,1.0272350326565267,0.7884684337570407,0.3039505546066317,0.2489793923010739,-0.23876659889948604,0.7675638083701126,-0.6444628099173554
medium_100_1000,110,surface_area_mm2,284.7126068723149,231.88055419921875,223.01841403089537,158.23218154907227,-52.83205267309614,0.8144372556822195,-0.2909090909090909
medium_100_1000,110,elongation,1.6645021184528714,1.2174597981853164,0.6172551700483933,0.129744054319459,-0.4470423202675551,0.7314258027601227,-0.74
medium_100_1000,110,secondary_axis_ratio,0.6008334018463222,0.8213835555614767,0.2237479821302939,0.08592355850142996,0.22055015371515452,1.3670737229944576,0.74
large_>=1000,71,compactness,332.145990017554,187.5062263968064,126.466891322209,9.499014878276483,-144.63976362074763,0.5645295503549407,-0.9603253322753422
large_>=1000,71,principal_axis_length_major_mm,21.572607859051637,20.04203776535813,4.440189733526665,5.1452953035798075,-1.5305700936935054,0.929050298244248,-0.15096211069232296
large_>=1000,71,aspect_ratio_major_to_minor2,1.499731893910647,1.5363087527210908,0.38823523814516947,0.045440524255229375,0.03657685881044381,1.0243889317543733,0.1648482443959532
large_>=1000,71,bbox_fill_fraction,0.3360576923076923,0.4435096153846153,0.07574378432903334,0.057067528274958645,0.10745192307692303,1.3197424892703862,0.8369371156516564
large_>=1000,71,sphericity,0.6982985173857659,0.8449134558343744,0.09311947831413658,0.014268404410959001,0.1466149384486085,1.2099602602587411,0.9603253322753422
large_>=1000,71,surface_to_volume_ratio,0.5583105600891057,0.4736912482032581,0.14527371303137293,0.10836952642063441,-0.08461931188584765,0.8484368415450668,-0.5258877206903392
large_>=1000,71,surface_area_mm2,1028.809906892482,842.14794921875,506.9896634112788,434.9938659667969,-186.6619576737321,0.8185651630848462,-0.28863320769688555
large_>=1000,71,elongation,1.2372638915800886,1.530121902670427,0.16928318838384793,0.04361939217841693,0.29285801109033827,1.2366980989935255,0.8603451696092045
large_>=1000,71,secondary_axis_ratio,0.8082350150240923,0.6535427002611766,0.11134575712971861,0.018550780053585014,-0.15469231476291578,0.8086047846389028,-0.8603451696092045
